transaction_id,date,year,month,quarter,region,city,category,sales_rep,quantity,unit_price,discount_pct,revenue,cost
TXN013887,2022-03-01,2022,3,Q1,Central,St. Louis,Automotive,Rep_023,3,1108.63,0,3325.89,2032.02
TXN014333,2022-03-01,2022,3,Q1,Central,St. Louis,Books,Rep_002,8,14.27,10,102.74,49.43
TXN000364,2022-03-02,2022,3,Q1,West,Denver,Automotive,Rep_023,7,1040.66,0,7284.62,3669.11
TXN000889,2022-03-02,2022,3,Q1,South,Houston,Home & Kitchen,Rep_046,8,108.71,0,869.68,566.65
TXN001276,2022-03-02,2022,3,Q1,East,Chicago,Electronics,Rep_007,3,732.92,15,1868.95,1074.38
TXN001442,2022-03-02,2022,3,Q1,East,Columbus,Automotive,Rep_040,3,956.05,0,2868.15,1542.8
TXN001569,2022-03-02,2022,3,Q1,West,San Francisco,Clothing,Rep_006,8,224.03,0,1792.24,848.7
TXN002770,2022-03-02,2022,3,Q1,West,San Francisco,Furniture,Rep_019,1,2192.37,5,2082.75,1449.95
TXN004368,2022-03-02,2022,3,Q1,West,Los Angeles,Home & Kitchen,Rep_021,3,199.14,5,567.55,264.51
TXN004868,2022-03-02,2022,3,Q1,West,Denver,Clothing,Rep_038,4,290.15,5,1102.57,601.09
TXN005362,2022-03-02,2022,3,Q1,South,Houston,Home & Kitchen,Rep_044,2,135.05,15,229.59,139.14
TXN005828,2022-03-02,2022,3,Q1,West,San Francisco,Books,Rep_006,8,22.17,10,159.62,103.03
TXN006346,2022-03-02,2022,3,Q1,South,Miami,Electronics,Rep_020,4,1676.67,15,5700.68,3550.7
TXN006663,2022-03-02,2022,3,Q1,South,Dallas,Furniture,Rep_018,8,2992.84,20,19154.18,10108.9
TXN008730,2022-03-02,2022,3,Q1,East,Indianapolis,Sports,Rep_046,6,256.16,5,1460.11,893.81
TXN008792,2022-03-02,2022,3,Q1,South,Miami,Books,Rep_031,9,56.84,10,460.4,267.13
TXN009387,2022-03-02,2022,3,Q1,Central,Memphis,Electronics,Rep_042,5,1750.89,20,7003.56,3450.13
TXN009436,2022-03-02,2022,3,Q1,East,Cleveland,Electronics,Rep_015,6,1916.25,0,11497.5,5253.53
TXN010063,2022-03-02,2022,3,Q1,South,Houston,Furniture,Rep_037,9,1280.16,20,9217.15,5896.91
TXN010197,2022-03-02,2022,3,Q1,North,New York,Furniture,Rep_045,10,1733.01,15,14730.58,8822.71
TXN013505,2022-03-02,2022,3,Q1,Central,Nashville,Electronics,Rep_047,9,695.3,0,6257.7,3813.75
TXN001819,2022-03-03,2022,3,Q1,West,Denver,Home & Kitchen,Rep_049,6,515.77,20,2475.7,1381.69
TXN001934,2022-03-03,2022,3,Q1,West,Denver,Home & Kitchen,Rep_010,9,487.64,20,3511.01,1936.52
TXN001974,2022-03-03,2022,3,Q1,North,New York,Books,Rep_025,6,62.89,5,358.47,226.53
TXN002132,2022-03-03,2022,3,Q1,North,New York,Automotive,Rep_037,7,1383.93,0,9687.51,4868.19
TXN003474,2022-03-03,2022,3,Q1,West,Los Angeles,Electronics,Rep_021,10,382.78,0,3827.8,1873.12
TXN003960,2022-03-03,2022,3,Q1,South,Dallas,Furniture,Rep_003,7,911.89,5,6064.07,4192.73
TXN003997,2022-03-03,2022,3,Q1,North,Hartford,Furniture,Rep_004,9,1339.52,15,10247.33,5363.72
TXN005351,2022-03-03,2022,3,Q1,West,Los Angeles,Clothing,Rep_043,10,105.61,0,1056.1,481.56
TXN009202,2022-03-03,2022,3,Q1,North,Boston,Books,Rep_050,10,18.45,0,184.5,106.2
TXN009754,2022-03-03,2022,3,Q1,South,Atlanta,Toys,Rep_038,8,71.2,0,569.6,387.83
TXN010824,2022-03-03,2022,3,Q1,North,Boston,Books,Rep_047,10,43.67,0,436.7,239.64
TXN011398,2022-03-03,2022,3,Q1,South,Houston,Home & Kitchen,Rep_049,7,204.65,20,1146.04,725.38
TXN013437,2022-03-03,2022,3,Q1,South,Dallas,Clothing,Rep_018,9,97.01,0,873.09,399.9
TXN000206,2022-03-04,2022,3,Q1,West,Phoenix,Toys,Rep_019,8,223.91,10,1612.15,984.18
TXN001975,2022-03-04,2022,3,Q1,South,Houston,Electronics,Rep_012,2,586.22,10,1055.2,680.18
TXN004222,2022-03-04,2022,3,Q1,North,Albany,Sports,Rep_031,10,494.43,0,4944.3,2994.63
TXN006082,2022-03-04,2022,3,Q1,Central,Memphis,Sports,Rep_017,7,345.02,20,1932.11,1222.32
TXN007010,2022-03-04,2022,3,Q1,North,Hartford,Clothing,Rep_037,5,199.95,5,949.76,650.14
TXN007151,2022-03-04,2022,3,Q1,South,Miami,Electronics,Rep_043,5,2280.96,0,11404.8,7852.29
TXN007221,2022-03-04,2022,3,Q1,North,Boston,Automotive,Rep_044,7,588.2,0,4117.4,2429.07
TXN007804,2022-03-04,2022,3,Q1,East,Cleveland,Automotive,Rep_049,5,435.19,15,1849.56,988.16
TXN008420,2022-03-04,2022,3,Q1,East,Detroit,Toys,Rep_004,1,164.23,0,164.23,91.29
TXN009417,2022-03-04,2022,3,Q1,West,Denver,Furniture,Rep_026,5,1060.53,20,4242.12,2527.93
TXN009601,2022-03-04,2022,3,Q1,South,Miami,Clothing,Rep_001,5,104.82,0,524.1,320.02
TXN011195,2022-03-04,2022,3,Q1,Central,Memphis,Furniture,Rep_022,6,2185.08,15,11143.91,7509.02
TXN011235,2022-03-04,2022,3,Q1,South,Miami,Electronics,Rep_033,3,1897.47,0,5692.41,3726.84
TXN013079,2022-03-04,2022,3,Q1,East,Detroit,Electronics,Rep_016,6,848.79,0,5092.74,2436.14
TXN013771,2022-03-04,2022,3,Q1,South,Charlotte,Sports,Rep_046,1,203.75,15,173.19,119.93
TXN014181,2022-03-04,2022,3,Q1,West,San Francisco,Furniture,Rep_032,2,504.81,0,1009.62,528.35
TXN014991,2022-03-04,2022,3,Q1,South,Dallas,Sports,Rep_004,5,265.82,15,1129.73,587.59
TXN015100,2022-03-04,2022,3,Q1,South,Atlanta,Books,Rep_016,9,76.62,15,586.14,379.43
TXN004204,2022-03-05,2022,3,Q1,West,Seattle,Automotive,Rep_009,8,867.32,5,6591.63,3560.42
TXN004341,2022-03-05,2022,3,Q1,North,Philadelphia,Clothing,Rep_038,1,195.61,0,195.61,92.89
TXN004486,2022-03-05,2022,3,Q1,East,Indianapolis,Books,Rep_023,4,44.34,0,177.36,107.88
TXN005590,2022-03-05,2022,3,Q1,East,Indianapolis,Clothing,Rep_002,5,179.16,0,895.8,562.77
TXN007059,2022-03-05,2022,3,Q1,West,Los Angeles,Furniture,Rep_015,9,2216.75,15,16958.14,10918.63
TXN009219,2022-03-05,2022,3,Q1,South,Miami,Books,Rep_019,8,78.44,5,596.14,300.59
TXN009272,2022-03-05,2022,3,Q1,Central,Memphis,Books,Rep_014,9,79.92,10,647.35,444.05
TXN009640,2022-03-05,2022,3,Q1,North,New York,Clothing,Rep_033,2,49.43,10,88.97,47.27
TXN009858,2022-03-05,2022,3,Q1,West,Los Angeles,Sports,Rep_022,1,67.71,15,57.55,33.84
TXN013441,2022-03-05,2022,3,Q1,North,New York,Furniture,Rep_037,7,1013.17,0,7092.19,3751.39
TXN000247,2022-03-06,2022,3,Q1,Central,Kansas City,Automotive,Rep_009,5,642.86,20,2571.44,1649.47
TXN000650,2022-03-06,2022,3,Q1,West,Seattle,Home & Kitchen,Rep_016,5,262.98,5,1249.15,678.16
TXN000797,2022-03-06,2022,3,Q1,South,Charlotte,Electronics,Rep_025,7,2224.29,0,15570.03,8758.59
TXN001202,2022-03-06,2022,3,Q1,North,New York,Clothing,Rep_031,2,293.26,0,586.52,409.82
TXN003102,2022-03-06,2022,3,Q1,South,Miami,Automotive,Rep_035,7,246.78,0,1727.46,1142.37
TXN007576,2022-03-06,2022,3,Q1,East,Columbus,Home & Kitchen,Rep_005,3,344.79,0,1034.37,723.68
TXN008779,2022-03-06,2022,3,Q1,East,Chicago,Toys,Rep_013,10,225.05,0,2250.5,1293.75
TXN008784,2022-03-06,2022,3,Q1,South,Dallas,Automotive,Rep_012,1,1298.52,5,1233.59,598.42
TXN008907,2022-03-06,2022,3,Q1,North,Hartford,Clothing,Rep_016,8,118.4,0,947.2,497.27
TXN009686,2022-03-06,2022,3,Q1,North,Boston,Clothing,Rep_026,4,131.8,10,474.48,216.97
TXN010743,2022-03-06,2022,3,Q1,East,Detroit,Automotive,Rep_021,8,355.06,10,2556.43,1652.39
TXN011977,2022-03-06,2022,3,Q1,East,Detroit,Books,Rep_041,1,67.01,0,67.01,36.18
TXN012071,2022-03-06,2022,3,Q1,West,Seattle,Home & Kitchen,Rep_028,8,344.01,20,2201.66,1043.65
TXN012592,2022-03-06,2022,3,Q1,South,Miami,Books,Rep_043,9,48.95,5,418.52,217.97
TXN014296,2022-03-06,2022,3,Q1,East,Cleveland,Books,Rep_023,10,55.73,15,473.7,282.42
TXN000002,2022-03-07,2022,3,Q1,West,Phoenix,Toys,Rep_033,1,37.02,0,37.02,22.23
TXN002940,2022-03-07,2022,3,Q1,South,Charlotte,Books,Rep_047,1,29.1,0,29.1,18.56
TXN003226,2022-03-07,2022,3,Q1,North,Albany,Toys,Rep_017,1,217.5,0,217.5,123.24
TXN004046,2022-03-07,2022,3,Q1,Central,St. Louis,Sports,Rep_044,3,157.56,5,449.05,231.83
TXN006473,2022-03-07,2022,3,Q1,North,Philadelphia,Electronics,Rep_021,9,784.24,15,5999.44,3922.95
TXN006571,2022-03-07,2022,3,Q1,West,San Francisco,Automotive,Rep_047,8,917.76,10,6607.87,3086.59
TXN006890,2022-03-07,2022,3,Q1,North,Hartford,Toys,Rep_045,3,205.87,0,617.61,374.33
TXN007820,2022-03-07,2022,3,Q1,East,Columbus,Sports,Rep_049,3,471.28,0,1413.84,895.82
TXN008012,2022-03-07,2022,3,Q1,Central,Memphis,Clothing,Rep_015,2,293.34,5,557.35,385.1
TXN012138,2022-03-07,2022,3,Q1,East,Detroit,Furniture,Rep_044,2,2744.0,20,4390.4,2168.27
TXN012159,2022-03-07,2022,3,Q1,West,Seattle,Home & Kitchen,Rep_024,3,92.77,0,278.31,141.7
TXN012260,2022-03-07,2022,3,Q1,South,Miami,Sports,Rep_043,4,371.62,0,1486.48,725.97
TXN012458,2022-03-07,2022,3,Q1,South,Charlotte,Clothing,Rep_020,9,111.28,0,1001.52,538.93
TXN014494,2022-03-07,2022,3,Q1,South,Miami,Electronics,Rep_036,1,2132.34,15,1812.49,1221.13
TXN002312,2022-03-08,2022,3,Q1,South,Houston,Electronics,Rep_021,9,2020.38,15,15455.91,9701.5
TXN003223,2022-03-08,2022,3,Q1,North,Hartford,Electronics,Rep_048,1,1513.24,0,1513.24,693.63
TXN003467,2022-03-08,2022,3,Q1,West,San Francisco,Electronics,Rep_023,3,1003.83,20,2409.19,1342.23
TXN003744,2022-03-08,2022,3,Q1,Central,St. Louis,Electronics,Rep_017,5,1798.17,5,8541.31,4780.95
TXN003942,2022-03-08,2022,3,Q1,North,Philadelphia,Books,Rep_015,8,46.75,0,374.0,218.05
TXN004408,2022-03-08,2022,3,Q1,West,Seattle,Clothing,Rep_006,1,201.25,0,201.25,104.56
TXN004887,2022-03-08,2022,3,Q1,West,Seattle,Home & Kitchen,Rep_010,10,226.31,10,2036.79,1172.27
TXN005004,2022-03-08,2022,3,Q1,North,Hartford,Electronics,Rep_021,5,979.61,0,4898.05,3118.05
TXN005165,2022-03-08,2022,3,Q1,Central,Louisville,Automotive,Rep_044,10,1398.62,5,13286.89,6140.84
TXN005854,2022-03-08,2022,3,Q1,West,San Francisco,Clothing,Rep_037,7,278.45,0,1949.15,1338.38
TXN009703,2022-03-08,2022,3,Q1,Central,Nashville,Sports,Rep_032,2,474.68,20,759.49,352.53
TXN010126,2022-03-08,2022,3,Q1,North,Boston,Automotive,Rep_031,2,1000.75,15,1701.27,882.98
TXN010734,2022-03-08,2022,3,Q1,East,Indianapolis,Toys,Rep_017,7,125.05,0,875.35,495.53
TXN011025,2022-03-08,2022,3,Q1,North,Boston,Home & Kitchen,Rep_034,9,151.86,5,1298.4,717.18
TXN012878,2022-03-08,2022,3,Q1,North,Philadelphia,Automotive,Rep_007,1,966.25,0,966.25,450.34
TXN014233,2022-03-08,2022,3,Q1,Central,Kansas City,Clothing,Rep_025,8,128.21,0,1025.68,695.01
TXN014405,2022-03-08,2022,3,Q1,South,Charlotte,Automotive,Rep_050,7,1164.88,20,6523.33,3676.97
TXN015164,2022-03-08,2022,3,Q1,South,Atlanta,Clothing,Rep_038,9,267.56,0,2408.04,1100.94
TXN000277,2022-03-09,2022,3,Q1,North,New York,Books,Rep_002,3,75.01,0,225.03,155.35
TXN003355,2022-03-09,2022,3,Q1,East,Columbus,Books,Rep_032,10,60.35,20,482.8,295.13
TXN003642,2022-03-09,2022,3,Q1,North,Boston,Clothing,Rep_012,2,23.35,15,39.7,24.02
TXN004187,2022-03-09,2022,3,Q1,West,San Francisco,Electronics,Rep_005,6,2203.63,0,13221.78,9181.77
TXN005225,2022-03-09,2022,3,Q1,North,New York,Furniture,Rep_048,2,2460.59,20,3936.94,2236.7
TXN005795,2022-03-09,2022,3,Q1,North,New York,Clothing,Rep_026,9,179.52,5,1534.9,977.25
TXN006960,2022-03-09,2022,3,Q1,Central,Memphis,Home & Kitchen,Rep_043,1,97.03,0,97.03,61.31
TXN007277,2022-03-09,2022,3,Q1,North,Philadelphia,Clothing,Rep_038,2,288.47,0,576.94,268.48
TXN007919,2022-03-09,2022,3,Q1,Central,Nashville,Clothing,Rep_046,4,25.87,0,103.48,65.55
TXN009177,2022-03-09,2022,3,Q1,Central,Kansas City,Home & Kitchen,Rep_003,1,331.52,0,331.52,154.38
TXN009852,2022-03-09,2022,3,Q1,East,Detroit,Sports,Rep_013,8,417.96,0,3343.68,1629.18
TXN009992,2022-03-09,2022,3,Q1,South,Miami,Furniture,Rep_039,1,2484.23,0,2484.23,1737.97
TXN010165,2022-03-09,2022,3,Q1,South,Houston,Automotive,Rep_004,6,589.94,20,2831.71,1922.12
TXN010911,2022-03-09,2022,3,Q1,East,Chicago,Furniture,Rep_040,9,911.26,0,8201.34,5475.58
TXN011105,2022-03-09,2022,3,Q1,North,New York,Books,Rep_038,9,13.12,20,94.46,49.66
TXN011458,2022-03-09,2022,3,Q1,South,Miami,Toys,Rep_012,4,93.28,0,373.12,197.95
TXN012073,2022-03-09,2022,3,Q1,South,Charlotte,Clothing,Rep_003,10,193.52,15,1644.92,930.58
TXN013320,2022-03-09,2022,3,Q1,North,Philadelphia,Clothing,Rep_007,3,73.59,5,209.73,125.34
TXN013869,2022-03-09,2022,3,Q1,Central,Louisville,Home & Kitchen,Rep_001,1,219.6,20,175.68,86.75
TXN013913,2022-03-09,2022,3,Q1,North,New York,Sports,Rep_025,8,474.75,0,3798.0,2041.16
TXN014939,2022-03-09,2022,3,Q1,West,Los Angeles,Books,Rep_021,3,59.17,10,159.76,89.47
TXN000384,2022-03-10,2022,3,Q1,North,Albany,Furniture,Rep_007,5,207.22,0,1036.1,485.46
TXN000566,2022-03-10,2022,3,Q1,East,Columbus,Sports,Rep_007,4,246.59,20,789.09,457.9
TXN003482,2022-03-10,2022,3,Q1,South,Dallas,Automotive,Rep_013,10,857.47,20,6859.76,3800.79
TXN004001,2022-03-10,2022,3,Q1,West,Los Angeles,Furniture,Rep_036,6,1209.65,20,5806.32,2898.67
TXN005791,2022-03-10,2022,3,Q1,North,Boston,Home & Kitchen,Rep_008,1,354.81,0,354.81,224.84
TXN006445,2022-03-10,2022,3,Q1,South,Atlanta,Electronics,Rep_030,3,1411.35,0,4234.05,2707.79
TXN007153,2022-03-10,2022,3,Q1,Central,Memphis,Electronics,Rep_035,9,2451.26,0,22061.34,11996.66
TXN007195,2022-03-10,2022,3,Q1,North,Hartford,Automotive,Rep_008,2,1146.46,5,2178.27,1485.6
TXN008154,2022-03-10,2022,3,Q1,South,Houston,Books,Rep_050,8,19.33,20,123.71,72.02
TXN008849,2022-03-10,2022,3,Q1,Central,Kansas City,Automotive,Rep_032,5,79.64,15,338.47,198.36
TXN010594,2022-03-10,2022,3,Q1,North,Philadelphia,Toys,Rep_008,7,235.08,5,1563.28,810.75
TXN010618,2022-03-10,2022,3,Q1,East,Detroit,Toys,Rep_033,9,208.07,0,1872.63,925.33
TXN013502,2022-03-10,2022,3,Q1,South,Houston,Sports,Rep_044,5,373.23,5,1772.84,1212.63
TXN014184,2022-03-10,2022,3,Q1,Central,Nashville,Sports,Rep_047,5,299.93,0,1499.65,816.96
TXN014241,2022-03-10,2022,3,Q1,North,Hartford,Toys,Rep_020,2,73.64,5,139.92,96.04
TXN014634,2022-03-10,2022,3,Q1,North,New York,Clothing,Rep_023,10,257.91,10,2321.19,1247.4
TXN015075,2022-03-10,2022,3,Q1,East,Chicago,Furniture,Rep_025,5,2627.31,5,12479.72,6270.54
TXN000697,2022-03-11,2022,3,Q1,East,Cleveland,Sports,Rep_039,1,321.12,0,321.12,197.22
TXN003761,2022-03-11,2022,3,Q1,East,Columbus,Automotive,Rep_032,1,1051.99,0,1051.99,717.44
TXN004198,2022-03-11,2022,3,Q1,West,Seattle,Sports,Rep_004,5,230.75,20,923.0,426.61
TXN006748,2022-03-11,2022,3,Q1,North,Boston,Automotive,Rep_019,2,627.05,10,1128.69,698.18
TXN011600,2022-03-11,2022,3,Q1,East,Chicago,Books,Rep_024,7,76.14,20,426.38,216.87
TXN000588,2022-03-12,2022,3,Q1,South,Houston,Electronics,Rep_009,5,1570.25,10,7066.12,4934.65
TXN000996,2022-03-12,2022,3,Q1,South,Miami,Sports,Rep_004,9,131.6,15,1006.74,663.57
TXN001522,2022-03-12,2022,3,Q1,South,Dallas,Clothing,Rep_013,7,196.93,20,1102.81,766.32
TXN004767,2022-03-12,2022,3,Q1,Central,St. Louis,Automotive,Rep_001,9,1023.32,0,9209.88,5283.81
TXN005403,2022-03-12,2022,3,Q1,West,Los Angeles,Clothing,Rep_009,8,115.59,15,786.01,362.67
TXN007301,2022-03-12,2022,3,Q1,South,Houston,Automotive,Rep_024,10,1332.06,10,11988.54,5841.96
TXN008153,2022-03-12,2022,3,Q1,North,Boston,Clothing,Rep_034,5,294.62,0,1473.1,1020.48
TXN008257,2022-03-12,2022,3,Q1,North,Philadelphia,Home & Kitchen,Rep_020,4,314.61,0,1258.44,717.73
TXN009031,2022-03-12,2022,3,Q1,North,Hartford,Furniture,Rep_023,7,2145.76,0,15020.32,7138.61
TXN010348,2022-03-12,2022,3,Q1,South,Houston,Toys,Rep_009,3,79.21,0,237.63,160.14
TXN010386,2022-03-12,2022,3,Q1,East,Cleveland,Home & Kitchen,Rep_036,2,398.4,15,677.28,412.22
TXN010787,2022-03-12,2022,3,Q1,South,Miami,Clothing,Rep_012,9,196.41,0,1767.69,1097.24
TXN012892,2022-03-12,2022,3,Q1,South,Atlanta,Clothing,Rep_039,4,258.63,20,827.62,424.12
TXN013310,2022-03-12,2022,3,Q1,East,Detroit,Electronics,Rep_008,3,1762.06,5,5021.87,2543.7
TXN013580,2022-03-12,2022,3,Q1,East,Detroit,Books,Rep_022,7,41.71,15,248.17,124.47
TXN000192,2022-03-13,2022,3,Q1,North,Hartford,Automotive,Rep_042,3,147.49,20,353.98,191.71
TXN000753,2022-03-13,2022,3,Q1,North,Boston,Sports,Rep_024,6,489.67,0,2938.02,1651.48
TXN001905,2022-03-13,2022,3,Q1,Central,Kansas City,Toys,Rep_040,2,239.71,20,383.54,245.6
TXN007621,2022-03-13,2022,3,Q1,South,Atlanta,Furniture,Rep_005,7,2911.31,15,17322.29,10275.09
TXN008675,2022-03-13,2022,3,Q1,South,Miami,Electronics,Rep_025,10,2473.12,5,23494.64,15062.61
TXN010370,2022-03-13,2022,3,Q1,North,Boston,Electronics,Rep_033,3,315.4,5,898.89,421.64
TXN012310,2022-03-13,2022,3,Q1,West,Los Angeles,Automotive,Rep_032,2,441.23,0,882.46,451.86
TXN013199,2022-03-13,2022,3,Q1,North,New York,Toys,Rep_050,9,242.43,5,2072.78,1431.27
TXN013303,2022-03-13,2022,3,Q1,North,Albany,Home & Kitchen,Rep_041,2,339.97,10,611.95,361.89
TXN014275,2022-03-13,2022,3,Q1,North,Albany,Home & Kitchen,Rep_001,10,418.06,15,3553.51,2416.45
TXN014794,2022-03-13,2022,3,Q1,East,Chicago,Toys,Rep_004,6,47.09,0,282.54,191.13
TXN014854,2022-03-13,2022,3,Q1,West,Denver,Electronics,Rep_009,7,1454.7,20,8146.32,4937.93
TXN000646,2022-03-14,2022,3,Q1,East,Columbus,Automotive,Rep_030,3,748.17,15,1907.83,1284.0
TXN003612,2022-03-14,2022,3,Q1,West,Seattle,Toys,Rep_048,1,137.09,15,116.53,76.47
TXN004477,2022-03-14,2022,3,Q1,North,Philadelphia,Electronics,Rep_031,4,2166.83,0,8667.32,4340.68
TXN004774,2022-03-14,2022,3,Q1,Central,Louisville,Sports,Rep_003,9,204.83,0,1843.47,1017.59
TXN006250,2022-03-14,2022,3,Q1,North,Albany,Furniture,Rep_024,1,2622.88,5,2491.74,1379.82
TXN006342,2022-03-14,2022,3,Q1,South,Houston,Clothing,Rep_015,2,110.53,0,221.06,100.85
TXN006370,2022-03-14,2022,3,Q1,East,Detroit,Clothing,Rep_003,8,62.69,0,501.52,324.66
TXN007389,2022-03-14,2022,3,Q1,West,San Francisco,Electronics,Rep_003,4,619.73,0,2478.92,1216.16
TXN009765,2022-03-14,2022,3,Q1,Central,Kansas City,Automotive,Rep_018,9,809.41,20,5827.75,3414.2
TXN009966,2022-03-14,2022,3,Q1,East,Detroit,Books,Rep_044,6,43.6,20,209.28,142.36
TXN010781,2022-03-14,2022,3,Q1,East,Columbus,Books,Rep_025,8,37.0,10,266.4,134.73
TXN011162,2022-03-14,2022,3,Q1,Central,St. Louis,Books,Rep_050,7,16.62,15,98.89,68.96
TXN011570,2022-03-14,2022,3,Q1,South,Houston,Home & Kitchen,Rep_043,3,553.58,0,1660.74,896.08
TXN011840,2022-03-14,2022,3,Q1,South,Charlotte,Books,Rep_028,2,24.33,5,46.23,22.35
TXN014109,2022-03-14,2022,3,Q1,North,Hartford,Automotive,Rep_044,4,113.48,0,453.92,229.16
TXN015118,2022-03-14,2022,3,Q1,East,Columbus,Books,Rep_043,9,24.93,10,201.93,95.31
TXN000710,2022-03-15,2022,3,Q1,West,San Francisco,Clothing,Rep_016,4,27.1,10,97.56,55.83
TXN000798,2022-03-15,2022,3,Q1,East,Columbus,Automotive,Rep_050,1,306.46,15,260.49,136.96
TXN001357,2022-03-15,2022,3,Q1,West,San Francisco,Electronics,Rep_007,1,1936.78,10,1743.1,1002.94
TXN002821,2022-03-15,2022,3,Q1,West,Phoenix,Electronics,Rep_046,7,927.62,0,6493.34,3802.1
TXN003016,2022-03-15,2022,3,Q1,South,Houston,Books,Rep_003,2,77.34,10,139.21,68.03
TXN003728,2022-03-15,2022,3,Q1,Central,Louisville,Books,Rep_008,6,66.92,0,401.52,204.69
TXN004640,2022-03-15,2022,3,Q1,Central,St. Louis,Home & Kitchen,Rep_018,9,254.12,5,2172.73,1134.87
TXN005235,2022-03-15,2022,3,Q1,South,Miami,Toys,Rep_011,8,131.4,5,998.64,458.46
TXN005824,2022-03-15,2022,3,Q1,South,Atlanta,Clothing,Rep_006,4,270.54,5,1028.05,530.7
TXN006299,2022-03-15,2022,3,Q1,North,Philadelphia,Sports,Rep_045,10,432.85,0,4328.5,2217.16
TXN006699,2022-03-15,2022,3,Q1,North,Philadelphia,Toys,Rep_042,1,207.87,0,207.87,141.53
TXN008960,2022-03-15,2022,3,Q1,South,Atlanta,Electronics,Rep_020,2,1918.86,0,3837.72,2167.79
TXN009591,2022-03-15,2022,3,Q1,Central,Memphis,Sports,Rep_022,8,159.24,10,1146.53,735.49
TXN012904,2022-03-15,2022,3,Q1,North,Philadelphia,Sports,Rep_018,7,77.67,10,489.32,296.99
TXN013282,2022-03-15,2022,3,Q1,North,Boston,Toys,Rep_023,2,227.9,0,455.8,246.18
TXN001181,2022-03-16,2022,3,Q1,West,Phoenix,Furniture,Rep_027,4,2275.27,0,9101.08,5680.09
TXN003508,2022-03-16,2022,3,Q1,East,Columbus,Electronics,Rep_006,5,1617.0,0,8085.0,4180.05
TXN003688,2022-03-16,2022,3,Q1,West,Denver,Automotive,Rep_022,1,419.3,0,419.3,244.32
TXN003845,2022-03-16,2022,3,Q1,North,Albany,Home & Kitchen,Rep_007,6,218.22,10,1178.39,728.2
TXN003928,2022-03-16,2022,3,Q1,North,Albany,Clothing,Rep_003,10,209.16,0,2091.6,1360.04
TXN004521,2022-03-16,2022,3,Q1,Central,Louisville,Toys,Rep_047,7,210.38,20,1178.13,684.37
TXN009075,2022-03-16,2022,3,Q1,North,New York,Sports,Rep_043,7,348.16,5,2315.26,1316.78
TXN010602,2022-03-16,2022,3,Q1,Central,Kansas City,Electronics,Rep_024,5,552.76,10,2487.42,1366.35
TXN011068,2022-03-16,2022,3,Q1,West,Denver,Books,Rep_030,6,41.35,0,248.1,135.56
TXN011312,2022-03-16,2022,3,Q1,West,Phoenix,Automotive,Rep_028,6,1414.76,5,8064.13,4665.8
TXN011809,2022-03-16,2022,3,Q1,South,Houston,Clothing,Rep_041,1,146.13,0,146.13,95.99
TXN012793,2022-03-16,2022,3,Q1,East,Columbus,Furniture,Rep_023,7,2195.67,10,13832.72,7275.97
TXN014204,2022-03-16,2022,3,Q1,West,Los Angeles,Electronics,Rep_035,7,1023.08,15,6087.33,2874.94
TXN014431,2022-03-16,2022,3,Q1,South,Houston,Electronics,Rep_015,7,561.9,0,3933.3,1962.93
TXN014555,2022-03-16,2022,3,Q1,East,Detroit,Furniture,Rep_010,5,2725.98,20,10903.92,5560.9
TXN014648,2022-03-16,2022,3,Q1,South,Dallas,Electronics,Rep_041,6,372.22,15,1898.32,1322.34
TXN000873,2022-03-17,2022,3,Q1,South,Houston,Books,Rep_038,8,37.98,10,273.46,172.6
TXN002031,2022-03-17,2022,3,Q1,North,Hartford,Sports,Rep_025,5,298.79,5,1419.25,758.35
TXN002412,2022-03-17,2022,3,Q1,North,Hartford,Sports,Rep_035,6,138.74,10,749.2,342.81
TXN002421,2022-03-17,2022,3,Q1,South,Charlotte,Electronics,Rep_036,2,310.92,10,559.66,299.46
TXN002483,2022-03-17,2022,3,Q1,West,Los Angeles,Toys,Rep_043,3,39.86,10,107.62,51.4
TXN002830,2022-03-17,2022,3,Q1,South,Houston,Toys,Rep_009,2,26.06,10,46.91,23.68
TXN003911,2022-03-17,2022,3,Q1,West,Denver,Clothing,Rep_003,7,132.25,5,879.46,590.87
TXN004069,2022-03-17,2022,3,Q1,West,San Francisco,Clothing,Rep_008,6,262.29,20,1258.99,872.14
TXN004402,2022-03-17,2022,3,Q1,East,Indianapolis,Automotive,Rep_005,7,540.34,5,3593.26,2380.09
TXN007470,2022-03-17,2022,3,Q1,North,Hartford,Automotive,Rep_018,7,1375.95,0,9631.65,5271.65
TXN007648,2022-03-17,2022,3,Q1,North,Boston,Books,Rep_035,2,31.08,5,59.05,35.08
TXN008238,2022-03-17,2022,3,Q1,Central,Memphis,Sports,Rep_010,1,303.2,15,257.72,173.42
TXN008532,2022-03-17,2022,3,Q1,West,Denver,Home & Kitchen,Rep_016,7,65.66,0,459.62,220.36
TXN008624,2022-03-17,2022,3,Q1,West,San Francisco,Toys,Rep_032,2,83.86,20,134.18,91.19
TXN010813,2022-03-17,2022,3,Q1,South,Houston,Sports,Rep_041,8,58.58,15,398.34,200.25
TXN011108,2022-03-17,2022,3,Q1,Central,Memphis,Clothing,Rep_035,6,23.28,0,139.68,65.0
TXN012396,2022-03-17,2022,3,Q1,East,Indianapolis,Automotive,Rep_047,9,1414.87,10,11460.45,7395.96
